"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CAN","Canada","2018","2018",14.1,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CAN","Canada","2019","2019",14.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CAN","Canada","2020","2020",14.4,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CAN","Canada","2021","2021",15.6,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CAN","Canada","2022","2022",15,"D; P","Difference in methodology; Provisional value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2010","2010",93,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2011","2011",87.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2012","2012",84.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2013","2013",76.5,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2014","2014",70.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2015","2015",66.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2016","2016",61.8,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2017","2017",58,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2018","2018",54.3,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2019","2019",52.3,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2020","2020",49.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","CZE","Czechia","2021","2021",48.4,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2010","2010",84.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2011","2011",83.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2012","2012",81.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2013","2013",79.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2014","2014",77.5,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2015","2015",75.4,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2016","2016",74.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2017","2017",73.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2018","2018",70.8,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2019","2019",70.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2020","2020",67.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DNK","Denmark","2021","2021",64.7,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2010","2010",93.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2011","2011",91.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2012","2012",90.3,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2013","2013",84.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2014","2014",85.3,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2015","2015",82.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2016","2016",81.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2017","2017",79.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2018","2018",80.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2019","2019",80.4,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2020","2020",83.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FIN","Finland","2021","2021",84.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2010","2010",124.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2011","2011",125.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2012","2012",126.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2013","2013",115.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2014","2014",112.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2015","2015",113.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2016","2016",110.7,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2017","2017",110.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2018","2018",107.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2019","2019",108.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2020","2020",98.4,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","FRA","France","2021","2021",97.8,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2010","2010",40.4,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2011","2011",38.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2012","2012",36.6,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2013","2013",35.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2014","2014",35.5,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2015","2015",34.9,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2016","2016",33,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2017","2017",31.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2018","2018",31.6,"B; D","Break; Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2019","2019",34.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2020","2020",40,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","DEU","Germany","2021","2021",40,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2013","2013",3.7,"B; D","Break; Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2014","2014",3.5,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2015","2015",3.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2017","2017",3.7,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2018","2018",3.9,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2019","2019",4,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2020","2020",4.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2021","2021",4.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","GRC","Greece","2022","2022",4.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2010","2010",7.1,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2011","2011",7.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2012","2012",5.7,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2013","2013",6.6,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2014","2014",6.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2015","2015",4.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2016","2016",4.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2017","2017",4.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2018","2018",3.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2019","2019",4,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2020","2020",4.1,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2021","2021",4.7,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","HUN","Hungary","2022","2022",4.9,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2010","2010",81.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2011","2011",85.2,"B; D","Break; Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2012","2012",85.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2013","2013",84.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2014","2014",82.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2015","2015",82.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2016","2016",80.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2017","2017",77.5,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2018","2018",73.6,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2019","2019",73.5,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2020","2020",71.5,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2021","2021",71.1,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ISL","Iceland","2022","2022",71.4,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2011","2011",14.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2012","2012",13.3,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2013","2013",12.5,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2014","2014",11,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2015","2015",9.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2016","2016",7.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2017","2017",5.7,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2018","2018",5.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2019","2019",5.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2020","2020",5,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2021","2021",5.4,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","ITA","Italy","2022","2022",5.5,"E","Estimated value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2010","2010",8.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2011","2011",7.9,"B","Break"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2012","2012",8.1,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2013","2013",9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2014","2014",9.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2015","2015",9.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2016","2016",9.9,"B","Break"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2017","2017",9.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2018","2018",9.7,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2019","2019",10.2,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2020","2020",10.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","KOR","Korea","2021","2021",12.4,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2010","2010",17.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2011","2011",16.7,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2012","2012",16.5,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2013","2013",16,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2014","2014",14.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2015","2015",13.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2016","2016",13.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2017","2017",13.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2018","2018",13.6,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2019","2019",12.9,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2020","2020",9.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2021","2021",10.9,"B; D; P","Break; Difference in methodology; Provisional value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","LUX","Luxembourg","2022","2022",10.3,"D; P","Difference in methodology; Provisional value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2010","2010",107,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2011","2011",36.1,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2012","2012",36.4,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2013","2013",32.1,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2014","2014",27.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2015","2015",26.6,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2016","2016",27.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2017","2017",26.5,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2018","2018",26.8,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2019","2019",27.6,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2020","2020",26.2,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NLD","Netherlands","2021","2021",25.3,"D","Difference in methodology"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2018","2018",59.6,"E","Estimated value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2019","2019",78.5,"E","Estimated value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2020","2020",79,"E","Estimated value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2021","2021",89.1,"E","Estimated value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NZL","New Zealand","2022","2022",85.3,"E","Estimated value"
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2010","2010",77,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2011","2011",77.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2012","2012",76.3,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2013","2013",77.5,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2014","2014",79.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2015","2015",82.7,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2016","2016",87,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2017","2017",87.3,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2018","2018",87.4,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2019","2019",88.6,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2020","2020",87.9,,
"PHARSHMG","G03-Sex hormones and modulators of the genital system","NBPYEANB","Defined daily dosage per 1 000 inhabitants per day","NOR","Norway","2021","2021",87.7,,
